test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,End.started,End.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,,,,26.774277399999846,None,27.257676100001845,None,space,0.23398689999885391,27.257676100001845,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,,,,,,,,,,,,,,,,,,,,,28.52379099999962,None,space,0.5838405999966199,28.52379099999962,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,0,0,0,0,,,,,,,,,30.140284100001736,None,,,,,,,,,,,,,30.623357100001158,30.790075299999444,space,0.2671627999989141,30.623357100001158,None,30.999098100000992,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,1,0,1,0,,,,,,,,,33.92256670000279,None,,,,,,,,,,,,,34.405821899999864,34.80571989999953,space,0.46694209999986924,34.405821899999864,None,34.911734200002684,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,2,0,2,0,,,,,,,,,37.90495770000052,None,,,,,,,,,,,,,38.38824250000107,None,space,0.21709940000073402,38.38824250000107,None,38.642788299999665,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,3,0,3,0,,,,,,,,,41.63751609999963,None,,,,,,,,,,,,,42.12036550000266,None,space,0.2844188999988546,42.12036550000266,None,42.44115320000128,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,4,0,4,0,,,,,,,,,45.43644040000072,None,,,,,,,,,,,,,45.919835600001534,46.086328200002754,space,0.25056550000226707,45.919835600001534,None,46.206933800000115,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,5,0,5,0,,,,,,,,,49.20221970000057,None,,,,,,,,,,,,,49.68542100000195,49.80207119999977,space,0.18390160000126343,49.68542100000195,None,49.90765480000118,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,6,0,6,0,,,,,,,,,52.901369900002464,None,,,,,,,,,,,,,53.384555500000715,None,space,0.15037569999913103,53.384555500000715,None,53.57194430000163,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,7,0,7,0,,,,,,,,,56.56719240000166,None,,,,,,,,,,,,,57.05049970000255,57.383603700000094,space,0.4003311999986181,57.05049970000255,None,57.48693370000183,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,8,0,8,0,,,,,,,,,60.482938700002705,None,,,,,,,,,,,,,60.96616039999935,None,space,0.2505391000013333,60.96616039999935,None,61.25323750000098,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,9,0,9,0,,,,,,,,,64.24860919999992,None,,,,,,,,,,,,,64.73180660000071,None,space,0.23384679999799118,64.73180660000071,None,65.00320479999937,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,10,0,10,0,,,,,,,,,67.99780250000185,None,,,,,,,,,,,,,68.48095740000281,68.63086010000188,space,0.3508279000016046,68.48095740000281,None,68.86783800000194,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,11,0,11,0,,,,,,,,,71.86343789999955,None,,,,,,,,,,,,,72.34671610000078,72.59688040000037,space,0.2670340999975451,72.34671610000078,None,72.6503886999999,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,12,0,12,0,,,,,,,,,75.64595130000089,None,,,,,,,,,,,,,76.12921590000042,None,space,0.23366729999906966,76.12921590000042,None,76.40115290000176,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,13,0,13,0,,,,,,,,,79.3950113000028,None,,,,,,,,,,,,,79.87870390000171,None,space,0.23323249999884865,79.87870390000171,None,80.14895410000099,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,14,0,14,0,,,,,,,,,83.14404800000193,None,,,,,,,,,,,,,83.62735890000113,83.81065990000207,space,0.2340920000024198,83.62735890000113,None,83.89807010000004,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,15,0,15,0,,,,,,,,,86.89313590000165,None,,,,,,,,,,,,,87.37648009999975,None,space,0.2506590999983018,87.37648009999975,None,87.66389370000252,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,16,0,16,0,,,,,,,,,90.6593763000019,None,,,,,,,,,,,,,91.1421201000012,91.34209499999997,space,0.25028849999944214,91.1421201000012,None,91.43022679999922,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,17,0,17,0,,,,,,,,,94.42472540000017,None,,,,,,,,,,,,,94.90796670000054,95.14137060000212,space,0.283848000002763,94.90796670000054,None,95.23219600000084,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,18,0,18,0,,,,,,,,,98.22377369999958,None,,,,,,,,,,,,,98.70701410000038,98.95707930000208,space,0.2504521000009845,98.70701410000038,None,98.99526949999927,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,19,0,19,0,,,,,,,,,101.98968210000021,None,,,,,,,,,,,,,102.47273490000225,None,space,0.23456049999731476,102.47273490000225,None,102.74373230000128,None,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.73877540000103,None,space,4.265929500001221,105.73877540000103,None,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
