test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,,,,,,,,,51.06953179999982,None,,,,,,,,,,,,,51.55291080000097,None,space,0.25031570000282954,51.55291080000097,None,51.84018609999839,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,5,0,5,0,,,,,,,,,54.83547639999961,None,,,,,,,,,,,,,55.31856440000047,None,space,0.383834600001137,55.31856440000047,None,55.74144080000042,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,6,0,6,0,,,,,,,,,58.734543999999005,None,,,,,,,,,,,,,59.217808699999296,None,space,0.11692179999954533,59.217808699999296,None,59.371637699998246,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,7,0,7,0,,,,,,,,,62.366939299998194,None,,,,,,,,,,,,,62.8501127999989,None,space,0.2337547999995877,62.8501127999989,None,63.1203233999986,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,8,0,8,0,,,,,,,,,66.11615929999971,None,,,,,,,,,,,,,66.59929280000142,66.73285349999787,space,0.41759340000135126,66.59929280000142,None,67.05906310000137,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,9,0,9,0,,,,,,,,,70.04836179999984,None,,,,,,,,,,,,,70.53158160000021,None,space,0.4836764000028779,70.53158160000021,None,71.05181079999966,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,10,0,10,0,,,,,,,,,74.0475222999994,None,,,,,,,,,,,,,74.53060660000119,None,space,0.3342514000032679,74.53060660000119,None,74.9007328000007,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,11,0,11,0,,,,,,,,,77.89707790000102,None,,,,,,,,,,,,,78.3795609000008,None,space,0.36697150000327383,78.3795609000008,None,78.78168689999802,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,12,0,12,0,,,,,,,,,81.77886020000005,None,,,,,,,,,,,,,82.26210150000043,82.54557239999849,space,0.5337289000017336,82.26210150000043,None,82.83273139999801,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,13,0,13,0,,,,,,,,,85.82817799999975,None,,,,,,,,,,,,,86.31106630000068,None,space,0.33401389999926323,86.31106630000068,None,86.68144649999886,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,14,0,14,0,,,,,,,,,89.67703729999994,None,,,,,,,,,,,,,90.16027349999786,None,space,0.5669369000024744,90.16027349999786,None,90.76402550000057,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,15,0,15,0,,,,,,,,,93.7592713999984,None,,,,,,,,,,,,,94.24257059999945,94.42587490000005,space,0.3504120000034163,94.24257059999945,None,94.62957219999953,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,,,,,,,,,,,,,97.62512960000095,None,,,,,,,,,,,,,98.10817479999969,None,space,0.3337260000007518,98.10817479999969,None,,,,,,,,,
